FactID,AssignDate,DateID,ClientID,SupplierID,ProductID,Quantity,Price
246,2025-06-03,11,236,1,6,34,74.03
247,2025-06-04,12,32,2,3,42,46.62
248,2025-09-19,119,226,2,2,32,23.68
249,2025-07-20,58,237,4,5,35,22.1
250,2025-07-27,65,238,3,6,32,50.59
251,2025-10-17,147,239,1,1,2,90.19
252,2025-11-03,164,240,3,4,22,36.93
253,2025-08-13,82,241,1,2,9,92.96
254,2025-11-04,165,242,1,7,19,13.85
255,2025-09-19,119,243,2,2,18,80.43
256,2025-05-29,6,244,1,6,46,50.72
257,2025-11-19,180,245,2,1,35,104.25
258,2025-10-12,142,246,2,3,3,63.42
259,2025-11-09,170,247,4,9,25,78.98
260,2025-06-02,10,248,4,6,3,59.04
261,2025-09-05,105,249,3,1,19,94.62
262,2025-08-29,98,250,1,6,20,41.08
263,2025-06-06,14,140,1,5,5,104.41
264,2025-07-21,59,251,3,6,34,55.34
265,2025-11-05,166,252,4,5,1,94.09
266,2025-06-02,10,253,2,4,1,105.04
267,2025-07-24,62,96,2,4,3,46.35
268,2025-07-04,42,254,4,7,47,41.28
269,2025-09-04,104,255,3,7,3,50.0
270,2025-06-16,24,256,1,4,37,87.94
271,2025-10-09,139,257,3,8,34,103.26
272,2025-10-20,150,258,4,2,38,111.02
273,2025-06-28,36,259,1,4,33,84.19
274,2025-09-14,114,260,3,9,46,14.79
275,2025-09-06,106,261,3,4,9,31.02
276,2025-06-23,31,262,4,1,46,85.39
277,2025-05-29,6,263,4,5,21,36.63
278,2025-09-15,115,264,1,9,1,47.08
279,2025-10-18,148,265,2,5,4,35.58
280,2025-06-30,38,266,3,4,50,46.24
281,2025-08-01,70,192,1,7,31,97.63
282,2025-08-21,90,267,2,1,47,18.71
283,2025-10-18,148,268,4,6,31,78.49
284,2025-06-07,15,269,4,8,25,97.49
285,2025-05-24,1,270,3,8,42,59.87
286,2025-07-25,63,271,2,3,11,115.97
287,2025-10-09,139,272,2,5,25,39.42
288,2025-09-23,123,273,3,7,12,115.97
289,2025-06-23,31,274,4,9,30,104.2
290,2025-09-16,116,275,3,2,12,33.96
291,2025-10-02,132,276,2,3,21,32.41
292,2025-06-29,37,128,4,9,12,107.4
293,2025-08-23,92,277,1,3,31,59.78
294,2025-08-26,95,278,2,3,42,95.9
295,2025-08-03,72,279,1,1,13,36.94
296,2025-09-28,128,280,3,2,2,99.29
297,2025-10-26,156,281,2,3,39,53.71
298,2025-10-08,138,282,4,9,17,118.14
299,2025-05-31,8,283,3,6,46,43.88
300,2025-09-12,112,284,2,1,26,66.19
301,2025-06-23,31,285,1,9,9,28.6
302,2025-06-05,13,286,4,1,6,22.22
303,2025-10-02,132,287,1,6,31,71.9
304,2025-10-25,155,288,2,9,48,17.65
305,2025-07-19,57,289,1,8,11,12.01
306,2025-06-23,31,290,3,5,14,78.83
307,2025-08-06,75,19,2,1,29,60.84
308,2025-09-13,113,133,1,8,20,30.66
309,2025-09-02,102,291,3,4,5,55.29
310,2025-08-29,98,292,4,9,24,15.95
311,2025-06-15,23,266,1,3,14,87.84
312,2025-10-23,153,293,1,3,46,63.01
313,2025-08-11,80,294,4,8,24,33.95
314,2025-08-15,84,295,1,2,15,26.56
315,2025-07-11,49,296,2,4,7,87.21
316,2025-09-01,101,297,3,3,3,48.67
317,2025-06-22,30,298,3,5,45,57.32
318,2025-09-24,124,299,4,8,7,34.63
319,2025-10-22,152,300,4,8,50,109.24
320,2025-07-13,51,301,2,6,35,58.72
321,2025-09-29,129,302,2,3,45,102.52
322,2025-06-21,29,303,2,2,2,92.89
323,2025-11-09,170,304,4,7,20,64.0
324,2025-07-11,49,305,4,8,32,104.83
325,2025-08-10,79,243,4,1,27,30.58
326,2025-06-16,24,306,4,2,10,63.3
327,2025-10-30,160,307,3,5,46,63.84
328,2025-10-23,153,223,1,4,1,38.46
329,2025-08-13,82,31,2,5,28,38.62
330,2025-10-05,135,308,2,9,8,28.66
331,2025-10-05,135,309,2,9,4,62.1
332,2025-08-04,73,310,2,6,37,53.63
333,2025-10-18,148,311,4,8,9,27.98
334,2025-08-14,83,312,1,5,31,32.68
335,2025-06-21,29,313,1,9,19,100.47
336,2025-08-22,91,314,1,4,20,37.52
337,2025-11-13,174,315,4,1,20,17.32
338,2025-09-04,104,316,4,5,24,115.84
339,2025-11-15,176,264,1,3,11,15.51
340,2025-06-11,19,317,4,4,29,14.78
341,2025-11-10,171,284,3,9,50,106.94
342,2025-10-11,141,318,4,2,30,28.98
343,2025-08-03,72,319,1,6,34,97.92
344,2025-10-03,133,320,3,5,32,108.78
345,2025-07-11,49,321,4,9,46,78.03
346,2025-10-07,137,322,3,8,13,30.89
347,2025-07-28,66,323,4,7,44,13.09
348,2025-08-13,82,87,2,8,9,62.27
349,2025-08-09,78,324,2,6,17,98.3
350,2025-07-25,63,325,3,9,5,99.31
351,2025-07-31,69,326,3,6,25,72.68
352,2025-06-29,37,60,3,9,17,46.12
353,2025-08-01,70,327,2,9,29,36.1
354,2025-09-11,111,328,2,2,28,103.96
355,2025-10-07,137,329,2,3,26,43.24
356,2025-10-30,160,330,2,2,21,40.38
357,2025-11-16,177,331,1,8,1,49.11
358,2025-11-11,172,332,2,8,50,60.01
359,2025-08-07,76,333,4,3,42,37.03
360,2025-06-19,27,334,3,9,33,69.99
361,2025-08-23,92,335,1,9,32,45.65
362,2025-07-27,65,336,3,2,41,39.32
363,2025-11-06,167,243,2,1,9,49.22
364,2025-07-24,62,337,2,1,30,11.11
365,2025-06-26,34,338,2,9,41,34.49
366,2025-08-29,98,339,1,1,21,107.07
367,2025-07-03,41,340,2,3,17,79.9
368,2025-08-06,75,341,4,1,15,104.65
369,2025-06-20,28,342,2,7,14,98.44
370,2025-06-03,11,343,3,8,46,70.05
371,2025-05-26,3,344,4,3,41,63.14
372,2025-10-11,141,345,2,1,14,57.05
373,2025-07-06,44,346,3,6,32,66.39
374,2025-09-01,101,347,2,7,25,69.82
375,2025-06-04,12,348,3,4,10,105.95
376,2025-06-18,26,349,1,2,3,38.64
377,2025-06-07,15,350,1,3,47,96.35
378,2025-06-23,31,351,4,6,43,55.36
379,2025-07-17,55,16,2,2,36,39.79
380,2025-06-29,37,352,3,8,40,105.96
381,2025-08-02,71,353,2,5,39,57.0
382,2025-10-06,136,354,2,3,47,68.77
383,2025-07-20,58,355,1,1,12,117.72
384,2025-06-06,14,356,2,6,45,28.69
385,2025-06-17,25,117,1,7,1,62.15
386,2025-08-19,88,357,2,4,29,115.91
387,2025-11-07,168,358,1,2,37,44.04
388,2025-08-03,72,359,2,5,29,113.5
389,2025-09-18,118,360,1,6,17,70.9
390,2025-09-29,129,361,4,4,5,35.52
391,2025-07-17,55,362,2,7,20,101.25
392,2025-09-20,120,363,2,9,25,74.75
393,2025-09-28,128,364,3,2,2,63.52
394,2025-09-05,105,365,4,6,19,114.27
395,2025-05-30,7,366,4,6,41,22.91
396,2025-05-31,8,367,3,3,36,34.15
397,2025-06-18,26,368,2,4,3,112.11
398,2025-09-07,107,369,4,3,30,70.44
399,2025-09-03,103,370,1,7,45,56.52
400,2025-09-17,117,371,1,4,44,110.3
401,2025-08-26,95,372,3,8,21,11.1
402,2025-10-03,133,373,4,8,43,53.29
403,2025-09-30,130,374,3,9,21,36.41
404,2025-10-28,158,371,3,7,30,82.49
405,2025-10-04,134,375,3,7,11,36.92
406,2025-06-08,16,274,3,4,34,75.0
407,2025-06-23,31,147,4,7,18,69.97
408,2025-07-14,52,376,4,2,4,10.72
409,2025-10-31,161,377,3,6,43,45.76
410,2025-07-26,64,378,3,5,38,51.28
411,2025-06-12,20,379,4,9,12,41.12
412,2025-07-11,49,72,4,1,48,78.07
413,2025-06-01,9,380,2,6,41,39.84
414,2025-10-11,141,381,4,8,20,79.27
415,2025-08-16,85,279,2,9,38,45.89
416,2025-11-02,163,382,2,1,41,35.3
417,2025-10-05,135,383,1,8,20,87.2
418,2025-09-12,112,384,4,5,45,16.1
419,2025-10-08,138,385,2,5,26,42.07
420,2025-07-20,58,386,1,8,42,38.77
421,2025-06-03,11,321,3,3,8,32.8
422,2025-06-05,13,387,2,3,12,67.6
423,2025-06-15,23,388,3,4,36,25.15
424,2025-06-09,17,389,4,3,13,64.28
425,2025-09-23,123,390,2,4,38,28.9
426,2025-08-27,96,391,1,3,2,23.49
427,2025-05-29,6,392,2,4,16,73.91
428,2025-10-03,133,305,1,9,17,30.54
429,2025-11-12,173,393,4,2,41,19.78
430,2025-06-21,29,394,4,9,23,85.44
431,2025-07-25,63,395,1,2,37,33.8
432,2025-06-18,26,396,3,4,32,115.14
433,2025-06-26,34,397,2,9,12,45.52
434,2025-06-17,25,398,3,2,15,108.21
435,2025-09-08,108,399,1,8,1,81.95
436,2025-07-04,42,400,4,7,50,22.88
437,2025-07-02,40,401,3,3,49,112.55
438,2025-08-25,94,402,2,7,43,51.51
439,2025-09-18,118,248,4,8,5,94.81
440,2025-08-28,97,403,2,4,46,53.38
441,2025-07-19,57,404,3,1,32,47.83
442,2025-06-30,38,405,3,2,13,85.14
443,2025-09-19,119,44,1,6,33,117.14
444,2025-05-26,3,406,4,4,16,107.19
445,2025-06-29,37,407,2,8,22,93.37
446,2025-07-07,45,408,4,8,3,48.71
447,2025-09-15,115,409,2,8,49,74.04
448,2025-05-25,2,410,1,9,48,33.38
449,2025-07-05,43,411,1,4,33,117.4
450,2025-11-13,174,412,1,6,39,107.35
451,2025-09-06,106,313,4,5,21,119.43
452,2025-09-04,104,413,4,8,6,55.71
453,2025-09-21,121,414,2,8,13,88.77
454,2025-09-17,117,415,1,9,50,36.46
455,2025-11-09,170,416,2,2,11,83.5
456,2025-08-28,97,417,3,5,29,74.49
457,2025-09-03,103,418,4,8,2,68.15
458,2025-06-27,35,419,4,2,24,33.61
459,2025-08-14,83,420,1,4,19,76.2
460,2025-07-15,53,421,2,8,42,77.03
461,2025-09-16,116,422,4,4,14,46.19
462,2025-10-10,140,291,3,1,1,72.15
463,2025-09-07,107,236,4,8,21,117.68
464,2025-07-08,46,423,4,7,40,75.41
465,2025-11-15,176,424,2,4,30,28.06
466,2025-08-23,92,425,2,1,32,80.29
467,2025-10-16,146,426,4,6,49,47.85
468,2025-06-11,19,427,2,9,33,116.19
469,2025-07-04,42,428,4,7,20,63.74
470,2025-11-02,163,311,2,3,1,31.35
471,2025-11-06,167,149,3,5,2,41.9
472,2025-08-16,85,429,3,8,20,58.17
473,2025-09-11,111,430,1,2,9,14.5
474,2025-11-08,169,431,2,4,48,66.85
475,2025-08-25,94,432,3,1,23,45.24
476,2025-10-10,140,433,2,3,4,96.72
477,2025-10-19,149,434,1,3,10,103.17
478,2025-06-27,35,435,4,7,19,97.28
479,2025-10-07,137,436,4,6,36,73.98
480,2025-07-16,54,437,1,9,36,82.64
481,2025-10-10,140,375,3,7,9,56.27
482,2025-08-03,72,438,3,4,29,44.2
483,2025-10-19,149,439,4,4,9,22.28
484,2025-09-22,122,440,2,5,3,17.3
485,2025-10-05,135,441,3,2,3,91.06
486,2025-08-19,88,442,3,4,13,87.07
487,2025-06-20,28,180,2,7,5,94.67
488,2025-08-21,90,443,1,9,15,53.37
489,2025-08-06,75,444,1,8,48,31.64
490,2025-11-09,170,445,1,7,23,68.49
491,2025-09-05,105,446,2,9,43,79.43
492,2025-10-02,132,447,1,8,36,90.21
493,2025-06-27,35,448,2,9,2,72.64
494,2025-05-27,4,449,3,9,49,119.43
495,2025-07-25,63,450,2,5,31,89.15
496,2025-09-08,108,451,1,9,19,59.54
497,2025-11-14,175,452,1,2,12,60.12
498,2025-08-30,99,453,4,1,34,105.49
499,2025-10-21,151,454,1,7,23,60.66
500,2025-09-10,110,455,4,3,17,91.75
501,2025-09-16,116,456,1,5,50,75.85
502,2025-09-17,117,306,4,3,15,91.69
503,2025-08-02,71,457,2,4,27,35.79
504,2025-09-14,114,458,4,5,19,75.78
505,2025-06-24,32,459,1,6,46,76.45
506,2025-07-27,65,172,2,4,43,87.96
507,2025-07-09,47,460,2,8,28,79.4
508,2025-09-25,125,461,1,7,26,78.8
509,2025-08-16,85,35,2,9,20,16.48
510,2025-11-12,173,462,2,5,2,25.02
511,2025-10-24,154,463,3,6,25,80.25
512,2025-06-25,33,409,4,5,39,30.35
513,2025-10-08,138,464,3,1,12,93.19
514,2025-09-12,112,465,4,5,43,110.24
515,2025-05-28,5,466,1,4,6,45.03
516,2025-08-16,85,467,2,7,29,14.83
517,2025-09-20,120,468,1,4,26,42.35
518,2025-09-13,113,469,4,3,36,34.96
519,2025-06-27,35,63,2,7,13,109.34
520,2025-07-03,41,470,4,7,16,56.6
521,2025-06-11,19,471,1,4,39,24.61
522,2025-08-13,82,472,3,7,42,105.26
523,2025-11-12,173,473,2,1,19,22.98
524,2025-08-22,91,474,3,8,29,82.71
525,2025-11-11,172,70,2,4,7,12.7
526,2025-06-30,38,475,4,1,39,87.29
527,2025-08-08,77,476,3,1,7,102.14
528,2025-11-14,175,477,2,1,37,59.44
529,2025-06-12,20,478,3,1,29,25.69
530,2025-09-21,121,479,1,6,19,77.04
531,2025-10-24,154,480,3,8,20,40.65
532,2025-05-30,7,481,4,5,24,10.01
533,2025-10-18,148,482,1,7,27,26.87
534,2025-06-02,10,483,1,5,36,37.1
535,2025-09-19,119,484,3,5,2,49.88
536,2025-09-25,125,485,1,6,17,106.31
537,2025-05-30,7,486,2,2,45,73.33
538,2025-10-22,152,171,2,1,21,60.04
539,2025-06-01,9,487,4,5,5,23.65
540,2025-10-28,158,481,3,3,34,64.12
541,2025-09-24,124,488,4,3,37,73.47
542,2025-06-04,12,489,3,8,12,114.85
543,2025-05-31,8,490,4,2,36,11.87
544,2025-09-01,101,491,4,3,33,92.43
545,2025-09-23,123,492,1,6,48,27.95
546,2025-10-25,155,493,2,2,43,80.36
547,2025-10-14,144,494,3,9,38,118.12
548,2025-07-13,51,199,4,7,46,63.75
549,2025-07-24,62,495,2,1,29,62.76
550,2025-06-14,22,496,4,5,22,37.82
551,2025-11-15,176,497,2,5,35,52.0
552,2025-07-02,40,498,3,8,27,21.89
553,2025-09-03,103,316,2,8,35,34.9
554,2025-10-22,152,499,3,3,35,100.76
555,2025-10-03,133,500,4,5,42,69.08
556,2025-07-19,57,501,3,2,32,87.33
557,2025-09-17,117,502,4,5,35,78.83
558,2025-08-10,79,503,3,7,37,79.86
559,2025-05-28,5,504,2,6,3,17.02
560,2025-07-11,49,505,3,9,20,83.81
561,2025-09-12,112,506,3,6,23,104.91
562,2025-09-06,106,507,1,9,32,37.22
563,2025-07-27,65,508,2,5,50,83.57
564,2025-10-02,132,509,3,8,17,11.56
565,2025-09-16,116,510,4,6,13,110.26
566,2025-11-01,162,481,1,2,21,61.15
567,2025-06-05,13,511,4,3,18,87.19
568,2025-09-20,120,441,3,1,36,101.39
569,2025-11-05,166,512,4,7,17,118.09
570,2025-08-20,89,513,2,6,9,96.8
571,2025-08-24,93,24,1,9,28,22.62
572,2025-07-16,54,514,3,2,27,57.11
573,2025-06-08,16,515,3,5,45,110.54
574,2025-11-06,167,516,1,1,35,20.39
575,2025-11-02,163,517,4,8,46,35.83
576,2025-07-03,41,518,3,6,32,57.57
577,2025-06-03,11,519,3,8,13,58.74
578,2025-07-19,57,306,4,6,11,27.13
579,2025-06-13,21,520,3,4,15,68.44
580,2025-08-19,88,521,2,9,8,103.68
581,2025-06-05,13,522,3,3,2,73.66
582,2025-08-06,75,523,4,7,19,39.67
583,2025-10-15,145,524,4,4,11,84.86
584,2025-11-11,172,525,1,2,5,58.54
585,2025-07-08,46,474,1,1,14,68.58
586,2025-06-21,29,526,1,9,33,56.48
587,2025-08-16,85,527,1,2,30,36.17
588,2025-09-16,116,528,4,5,14,19.59
589,2025-07-04,42,529,2,6,30,31.07
590,2025-07-26,64,530,2,2,46,75.78
591,2025-05-30,7,323,2,4,49,40.92
592,2025-10-15,145,531,1,7,50,61.95
593,2025-08-09,78,532,4,1,5,55.36
594,2025-10-08,138,533,3,8,38,53.48
595,2025-08-17,86,505,3,3,23,27.9
596,2025-06-06,14,534,2,2,3,20.79
597,2025-08-10,79,535,3,3,14,10.01
598,2025-09-16,116,536,3,7,48,32.45
599,2025-07-25,63,537,2,4,47,111.48
600,2025-10-28,158,538,4,8,16,24.42
601,2025-09-08,108,539,2,3,47,17.41
602,2025-08-29,98,540,4,8,8,105.0
603,2025-07-19,57,541,3,1,32,49.69
604,2025-09-16,116,542,2,6,50,40.78
605,2025-06-23,31,543,3,1,9,103.26
